===== BCER (31) =====
ENCHeatGalConBustedStart | TITLE: 'Busted' | DESC: "They haul you before a Galilean Confederacy tribunal for judgement, leaving your ship and gear behind.\n\nAt the hearing, you can beg for just a fine- $15,000 payable in full or installments- or it's off to Port Mojave Brig for a year or three of hard labor."
ENCHeatMHNGFineFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Tharsis Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
ENCHeatMHNGPrisonStart | TITLE: 'Off to Hangzhou Brig' | DESC: 'You are hauled off to Hangzhou Brig.'
ENCHeatMHNGPrisonEnd | TITLE: 'Serve Hard Time' | DESC: "You spend months laboring without wage among outcasts both meek and dangerous. You share a dorm with nearly a hundred other souls, all of you stacked like kindling on triple high bunks.\n\nBut even a hell like this is not without opportunity. You hear things. You meet people. You get in a few scrapes, you find a few friends. By the end of your term you've lived a dozen lives and you have all the scars to prove it.\n\nPlus, free room and board. In a certain light, it might all be worth it ...\n\n"
ENCHeatMHNGPrisonFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Hangzhou Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
PLGAICrimeMHNGLEOArrest | TITLE: 'MHNG LEO Begins Arresting Criminal' | DESC: '"Suspect spotted," [us] [says], looking at [them].'
PLGAICrimeMHNGLEOInterruptSelf | TITLE: 'MHNG LEO Is Interrupted by Crime' | DESC: 'Interrupt them.'
PLGAICrimeMHNGLEOArrestDo | TITLE: 'Arresting Criminal' | DESC: '"Stop right there! You\'re under arrest!" [us] [shouts] at [them].'
PLGAICrimeMHNGLEOArrestDoAllow | TITLE: 'Surrender to Officer' | DESC: '[us] [goes] along peacefully with [them].'
PLGAICrimeMHNGLEOArrestDoDeny | TITLE: 'Plead Innocence' | DESC: '[us] [tells] [them] [them-subj] [has] the wrong person.'
PLGAICrimeMHNGLEOArrestEnd | TITLE: 'MHNG LEO Done Arresting Criminal' | DESC: '"Another win for the law," [us] [says].'
PLGAICrimeMHNGLEOArrestEndAI | TITLE: 'Getting Arrested' | DESC: 'Shim interaction to test us = AI character before continuing.'
PLGAICrimeMHNGLEOArrestEndPlayer | TITLE: 'Criminal Arrested (Player)' | DESC: 'LEO finishes subduing Player threat.'
PLGAICrimeMHNGLEOThreat | TITLE: 'MHNG LEO Attacking Criminal' | DESC: '"Hey, it\'s that criminal! Get \'em!" [us-shouts] [us], pointing towards [them].'
PLGAICrimeMHNGLEOArrestStolenShip | TITLE: 'MHNG LEO Begins Arresting Criminal for Stealing a Ship' | DESC: '"You\'ve been reported as flying a stolen ship," [us] [says], looking at [them]."We\'re bringing you in."'
PLGAIReportCrimeMHNGArrest | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMHNGArrestAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMHNGArrestDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeMHNGTrespass | TITLE: 'Report Crime' | DESC: '[us] [says] "Get out of here," then speaks into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMHNGTrespassAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMHNGTrespassDeny | TITLE: 'Report Crime: Fail' | DESC: '[us] [fails] to report a crime on [them].'
PLGAIReportCrimeMHNGTrespassDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeMHNGTrespassNPCDone | TITLE: 'Cancel Reporting Crime' | DESC: '[us] [is] no longer going to report crime.'
PLGAIReportCrimeMHNGThreat | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMHNGThreatAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMHNGThreatDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PSPAIAICrimeMHNGLEOArrestAdd | TITLE: 'Adds MHNG LEO Arrest pledge to us' | DESC: '[us] [gains] MHNG LEO Arrest pledge.'
PSPAIAICrimeMHNGLEOArrestStolenShipAdd | TITLE: 'Adds MHNG LEO Arrest pledge to us because the player stole a ship.' | DESC: '[us] [gains] MHNG LEO Arrest for Stolen Ship pledge.'
PSPAIAICrimeMHNGLEOThreatAdd | TITLE: 'Adds MHNG LEO Threat pledge to us' | DESC: '[us] [gains] MHNG LEO Threat pledge.'

===== MSUZ (31) =====
ENCHeatMSUZBustedStart | TITLE: 'Busted' | DESC: "They haul you before a Suzhou magistrate for judgement, leaving your ship and gear behind.\n\nAt the hearing, you can beg for just a fine- $15,000 payable in full or installments- or it's off to Suzhou Brig for a year or three of hard labor."
ENCHeatMSUZFineEnd | TITLE: 'Plead for a fine (Lump Sum)' | DESC: "It's almost like they want you to break the rules so they can extract more fines from you.\n\nYou sign reams of paperwork in tight cuffs.\n\nIt's a prison sentence of another sort. Another weight hanging around your neck.\n\nNew $15,000 fine added."
ENCHeatMSUZFineDebtEnd | TITLE: 'Plead for a fine (Paid in installments)' | DESC: "It's almost like they want you to break the rules so they can lock you deeper in interest payments.\n\nYou sign reams of paperwork in tight cuffs.\n\nIt's a prison sentence of another sort. Another weight hanging around your neck.\n\nNew $15,000 debt added, with payment due each shift."
ENCHeatMSUZFineFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Suzhou Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
ENCHeatMSUZPrisonStart | TITLE: 'Off to Suzhou Brig' | DESC: 'You are hauled off to Suzhou Brig.'
ENCHeatMSUZPrisonEnd | TITLE: 'Serve Hard Time' | DESC: "You spend months laboring without wage among outcasts both meek and dangerous. You share a dorm with nearly a hundred other souls, all of you stacked like kindling on triple high bunks.\n\nBut even a hell like this is not without opportunity. You hear things. You meet people. You get in a few scrapes, you find a few friends. By the end of your term you've lived a dozen lives and you have all the scars to prove it.\n\nPlus, free room and board. In a certain light, it might all be worth it ...\n\n"
ENCHeatMSUZPrisonFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Suzhou Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
PLGAICrimeMSUZLEOArrest | TITLE: 'MSUZ LEO Begins Arresting Criminal' | DESC: '"Suspect spotted," [us] [says], looking at [them].'
PLGAICrimeMSUZLEOInterruptSelf | TITLE: 'MSUZ LEO Is Interrupted by Crime' | DESC: 'Interrupt them.'
PLGAICrimeMSUZLEOArrestDo | TITLE: 'Arresting Criminal' | DESC: '"Stop right there! You\'re under arrest!" [us] [shouts] at [them].'
PLGAICrimeMSUZLEOArrestDoAllow | TITLE: 'Surrender to Officer' | DESC: '[us] [goes] along peacefully with [them].'
PLGAICrimeMSUZLEOArrestDoDeny | TITLE: 'Plead Innocence' | DESC: '[us] [tells] [them] [them-subj] [has] the wrong person.'
PLGAICrimeMSUZLEOArrestEnd | TITLE: 'MSUZ LEO Done Arresting Criminal' | DESC: '"Another win for the law," [us] [says].'
PLGAICrimeMSUZLEOArrestEndAI | TITLE: 'Getting Arrested' | DESC: 'Shim interaction to test us = AI character before continuing.'
PLGAICrimeMSUZLEOArrestEndPlayer | TITLE: 'Criminal Arrested (Player)' | DESC: 'LEO finishes subduing Player threat.'
PLGAICrimeMSUZLEOThreat | TITLE: 'MSUZ LEO Attacking Criminal' | DESC: '"Hey, it\'s that criminal! Get \'em!" [us-shouts] [us], pointing towards [them].'
PLGAICrimeMSUZLEOArrestStolenShip | TITLE: 'MSUZ LEO Begins Arresting Criminal for Stealing a Ship' | DESC: '"You\'ve been reported as flying a stolen ship," [us] [says], looking at [them]."We\'re bringing you in."'
PLGAIReportCrimeMSUZArrest | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMSUZArrestAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMSUZArrestDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeMSUZTrespass | TITLE: 'Report Crime' | DESC: '[us] [says] "Get out of here," then speaks into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMSUZTrespassAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMSUZTrespassDeny | TITLE: 'Report Crime: Fail' | DESC: '[us] [fails] to report a crime on [them].'
PLGAIReportCrimeMSUZTrespassDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeMSUZTrespassNPCDone | TITLE: 'Cancel Reporting Crime' | DESC: '[us] [is] no longer going to report crime.'
PLGAIReportCrimeMSUZThreat | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMSUZThreatAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMSUZThreatDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PSPAIAICrimeMSUZLEOArrestAdd | TITLE: 'Adds MSUZ LEO Arrest pledge to us' | DESC: '[us] [gains] MSUZ LEO Arrest pledge.'
PSPAIAICrimeMSUZLEOArrestStolenShipAdd | TITLE: 'Adds MSUZ LEO Arrest pledge to us because the player stole a ship.' | DESC: '[us] [gains] MSUZ LEO Arrest for Stolen Ship pledge.'
PSPAIAICrimeMSUZLEOThreatAdd | TITLE: 'Adds MSUZ LEO Threat pledge to us' | DESC: '[us] [gains] MSUZ LEO Threat pledge.'

===== MTRS (31) =====
ENCHeatMTRSBustedStart | TITLE: 'Busted' | DESC: "They haul you before a Xinhua magistrate for judgement, leaving your ship and gear behind.\n\nAt the hearing, you can beg for just a fine- $15,000 payable in full or installments- or it's off to Tharsis Landing Brig for a year or three of hard labor."
ENCHeatMTRSFineEnd | TITLE: 'Plead for a fine (Lump Sum)' | DESC: "It's almost like they want you to break the rules so they can extract more fines from you.\n\nYou sign reams of paperwork in tight cuffs.\n\nIt's a prison sentence of another sort. Another weight hanging around your neck.\n\nNew $15,000 fine added."
ENCHeatMTRSFineDebtEnd | TITLE: 'Plead for a fine (Paid in installments)' | DESC: "It's almost like they want you to break the rules so they can lock you deeper in interest payments.\n\nYou sign reams of paperwork in tight cuffs.\n\nIt's a prison sentence of another sort. Another weight hanging around your neck.\n\nNew $15,000 debt added, with payment due each shift."
ENCHeatMTRSFineFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Tharsis Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
ENCHeatMTRSPrisonStart | TITLE: 'Off to Tharsis Brig' | DESC: 'You are hauled off to Tharsis Landing Brig.'
ENCHeatMTRSPrisonEnd | TITLE: 'Serve Hard Time' | DESC: "You spend months laboring without wage among outcasts both meek and dangerous. You share a dorm with nearly a hundred other souls, all of you stacked like kindling on triple high bunks.\n\nBut even a hell like this is not without opportunity. You hear things. You meet people. You get in a few scrapes, you find a few friends. By the end of your term you've lived a dozen lives and you have all the scars to prove it.\n\nPlus, free room and board. In a certain light, it might all be worth it ...\n\n"
ENCHeatMTRSPrisonFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Tharsis Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
PLGAICrimeMTRSLEOArrest | TITLE: 'MTRS LEO Begins Arresting Criminal' | DESC: '"Suspect spotted," [us] [says], looking at [them].'
PLGAICrimeMTRSLEOInterruptSelf | TITLE: 'MTRS LEO Is Interrupted by Crime' | DESC: 'Interrupt them.'
PLGAICrimeMTRSLEOArrestDo | TITLE: 'Arresting Criminal' | DESC: '"Stop right there! You\'re under arrest!" [us] [shouts] at [them].'
PLGAICrimeMTRSLEOArrestDoAllow | TITLE: 'Surrender to Officer' | DESC: '[us] [goes] along peacefully with [them].'
PLGAICrimeMTRSLEOArrestDoDeny | TITLE: 'Plead Innocence' | DESC: '[us] [tells] [them] [them-subj] [has] the wrong person.'
PLGAICrimeMTRSLEOArrestEnd | TITLE: 'MTRS LEO Done Arresting Criminal' | DESC: '"Another win for the law," [us] [says].'
PLGAICrimeMTRSLEOArrestEndAI | TITLE: 'Getting Arrested' | DESC: 'Shim interaction to test us = AI character before continuing.'
PLGAICrimeMTRSLEOArrestEndPlayer | TITLE: 'Criminal Arrested (Player)' | DESC: 'LEO finishes subduing Player threat.'
PLGAICrimeMTRSLEOThreat | TITLE: 'MTRS LEO Attacking Criminal' | DESC: '"Hey, it\'s that criminal! Get \'em!" [us-shouts] [us], pointing towards [them].'
PLGAICrimeMTRSLEOArrestStolenShip | TITLE: 'MTRS LEO Begins Arresting Criminal for Stealing a Ship' | DESC: '"You\'ve been reported as flying a stolen ship," [us] [says], looking at [them]."We\'re bringing you in."'
PLGAIReportCrimeMTRSArrest | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMTRSArrestAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMTRSArrestDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeMTRSTrespass | TITLE: 'Report Crime' | DESC: '[us] [says] "Get out of here," then speaks into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMTRSTrespassAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMTRSTrespassDeny | TITLE: 'Report Crime: Fail' | DESC: '[us] [fails] to report a crime on [them].'
PLGAIReportCrimeMTRSTrespassDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeMTRSTrespassNPCDone | TITLE: 'Cancel Reporting Crime' | DESC: '[us] [is] no longer going to report crime.'
PLGAIReportCrimeMTRSThreat | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMTRSThreatAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMTRSThreatDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PSPAIAICrimeMTRSLEOArrestAdd | TITLE: 'Adds MTRS LEO Arrest pledge to us' | DESC: '[us] [gains] MTRS LEO Arrest pledge.'
PSPAIAICrimeMTRSLEOArrestStolenShipAdd | TITLE: 'Adds MTRS LEO Arrest pledge to us because the player stole a ship.' | DESC: '[us] [gains] MTRS LEO Arrest for Stolen Ship pledge.'
PSPAIAICrimeMTRSLEOThreatAdd | TITLE: 'Adds MTRS LEO Threat pledge to us' | DESC: '[us] [gains] MTRS LEO Threat pledge.'

===== MVOL (31) =====
ENCHeatMVOLBustedStart | TITLE: 'Busted' | DESC: "They haul you before a Xinhua magistrate for judgement, leaving your ship and gear behind.\n\nAt the hearing, you can beg for just a fine- $15,000 payable in full or installments- or it's off to Voltaire Brig for a year or three of hard labor."
ENCHeatMVOLFineEnd | TITLE: 'Plead for a fine (Lump Sum)' | DESC: "It's almost like they want you to break the rules so they can extract more fines from you.\n\nYou sign reams of paperwork in tight cuffs.\n\nIt's a prison sentence of another sort. Another weight hanging around your neck.\n\nNew $15,000 fine added."
ENCHeatMVOLFineDebtEnd | TITLE: 'Plead for a fine (Paid in installments)' | DESC: "It's almost like they want you to break the rules so they can lock you deeper in interest payments.\n\nYou sign reams of paperwork in tight cuffs.\n\nIt's a prison sentence of another sort. Another weight hanging around your neck.\n\nNew $15,000 debt added, with payment due each shift."
ENCHeatMVOLFineFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Voltaire Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
ENCHeatMVOLPrisonStart | TITLE: 'Off to Voltaire Brig' | DESC: 'You are hauled off to Voltaire Brig.'
ENCHeatMVOLPrisonEnd | TITLE: 'Serve Hard Time' | DESC: "You spend months laboring without wage among outcasts both meek and dangerous. You share a dorm with nearly a hundred other souls, all of you stacked like kindling on triple high bunks.\n\nBut even a hell like this is not without opportunity. You hear things. You meet people. You get in a few scrapes, you find a few friends. By the end of your term you've lived a dozen lives and you have all the scars to prove it.\n\nPlus, free room and board. In a certain light, it might all be worth it ...\n\n"
ENCHeatMVOLPrisonFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Voltaire Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
PLGAICrimeMVOLLEOArrest | TITLE: 'MVOL LEO Begins Arresting Criminal' | DESC: '"Suspect spotted," [us] [says], looking at [them].'
PLGAICrimeMVOLLEOInterruptSelf | TITLE: 'MVOL LEO Is Interrupted by Crime' | DESC: 'Interrupt them.'
PLGAICrimeMVOLLEOArrestDo | TITLE: 'Arresting Criminal' | DESC: '"Stop right there! You\'re under arrest!" [us] [shouts] at [them].'
PLGAICrimeMVOLLEOArrestDoAllow | TITLE: 'Surrender to Officer' | DESC: '[us] [goes] along peacefully with [them].'
PLGAICrimeMVOLLEOArrestDoDeny | TITLE: 'Plead Innocence' | DESC: '[us] [tells] [them] [them-subj] [has] the wrong person.'
PLGAICrimeMVOLLEOArrestEnd | TITLE: 'MVOL LEO Done Arresting Criminal' | DESC: '"Another win for the law," [us] [says].'
PLGAICrimeMVOLLEOArrestEndAI | TITLE: 'Getting Arrested' | DESC: 'Shim interaction to test us = AI character before continuing.'
PLGAICrimeMVOLLEOArrestEndPlayer | TITLE: 'Criminal Arrested (Player)' | DESC: 'LEO finishes subduing Player threat.'
PLGAICrimeMVOLLEOThreat | TITLE: 'MVOL LEO Attacking Criminal' | DESC: '"Hey, it\'s that criminal! Get \'em!" [us-shouts] [us], pointing towards [them].'
PLGAICrimeMVOLLEOArrestStolenShip | TITLE: 'MVOL LEO Begins Arresting Criminal for Stealing a Ship' | DESC: '"You\'ve been reported as flying a stolen ship," [us] [says], looking at [them]."We\'re bringing you in."'
PLGAIReportCrimeMVOLArrest | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMVOLArrestAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMVOLArrestDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeMVOLTrespass | TITLE: 'Report Crime' | DESC: '[us] [says] "Get out of here," then speaks into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMVOLTrespassAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMVOLTrespassDeny | TITLE: 'Report Crime: Fail' | DESC: '[us] [fails] to report a crime on [them].'
PLGAIReportCrimeMVOLTrespassDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeMVOLTrespassNPCDone | TITLE: 'Cancel Reporting Crime' | DESC: '[us] [is] no longer going to report crime.'
PLGAIReportCrimeMVOLThreat | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeMVOLThreatAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeMVOLThreatDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PSPAIAICrimeMVOLLEOArrestAdd | TITLE: 'Adds MVOL LEO Arrest pledge to us' | DESC: '[us] [gains] MVOL LEO Arrest pledge.'
PSPAIAICrimeMVOLLEOArrestStolenShipAdd | TITLE: 'Adds MVOL LEO Arrest pledge to us because the player stole a ship.' | DESC: '[us] [gains] MVOL LEO Arrest for Stolen Ship pledge.'
PSPAIAICrimeMVOLLEOThreatAdd | TITLE: 'Adds MVOL LEO Threat pledge to us' | DESC: '[us] [gains] MVOL LEO Threat pledge.'

===== SVIR (31) =====
ENCHeatSVIRBustedStart | TITLE: 'Busted' | DESC: "They haul you before a Titan martial judge for judgement, leaving your ship and gear behind.\n\nAt the hearing, you can beg for just a fine- $15,000 payable in full or installments- or it's off to Virginia Penitentiary for a year or three of hard labor."
ENCHeatSVIRFineEnd | TITLE: 'Plead for a fine (Lump Sum)' | DESC: "It's almost like they want you to break the rules so they can extract more fines from you.\n\nYou sign reams of paperwork in tight cuffs.\n\nIt's a prison sentence of another sort. Another weight hanging around your neck.\n\nNew $15,000 fine added."
ENCHeatSVIRFineDebtEnd | TITLE: 'Plead for a fine (Paid in installments)' | DESC: "It's almost like they want you to break the rules so they can lock you deeper in interest payments.\n\nYou sign reams of paperwork in tight cuffs.\n\nIt's a prison sentence of another sort. Another weight hanging around your neck.\n\nNew $15,000 debt added, with payment due each shift."
ENCHeatSVIRFineFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Virginia Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
ENCHeatSVIRPrisonStart | TITLE: 'Off to Virginia Penitentiary' | DESC: 'You are hauled off to Virginia Penitentiary.'
ENCHeatSVIRPrisonEnd | TITLE: 'Serve Hard Time' | DESC: "You spend months laboring without wage among outcasts both meek and dangerous. You share a dorm with nearly a hundred other souls, all of you stacked like kindling on triple high bunks.\n\nBut even a hell like this is not without opportunity. You hear things. You meet people. You get in a few scrapes, you find a few friends. By the end of your term you've lived a dozen lives and you have all the scars to prove it.\n\nPlus, free room and board. In a certain light, it might all be worth it ...\n\n"
ENCHeatSVIRPrisonFinish | TITLE: 'Continue' | DESC: "After processing, you are unceremoniously dumped outside the Virginia Security Office. If you weren't docked at station when you were arrested, you may need to use the PASS ferry service (on your PDA) to reach your ship again. Hopefully it's still there.\n\nTime to get back on your feet."
PLGAICrimeSVIRLEOArrest | TITLE: 'SVIR LEO Begins Arresting Criminal' | DESC: '"Suspect spotted," [us] [says], looking at [them].'
PLGAICrimeSVIRLEOInterruptSelf | TITLE: 'SVIR LEO Is Interrupted by Crime' | DESC: 'Interrupt them.'
PLGAICrimeSVIRLEOArrestDo | TITLE: 'Arresting Criminal' | DESC: '"Stop right there! You\'re under arrest!" [us] [shouts] at [them].'
PLGAICrimeSVIRLEOArrestDoAllow | TITLE: 'Surrender to Officer' | DESC: '[us] [goes] along peacefully with [them].'
PLGAICrimeSVIRLEOArrestDoDeny | TITLE: 'Plead Innocence' | DESC: '[us] [tells] [them] [them-subj] [has] the wrong person.'
PLGAICrimeSVIRLEOArrestEnd | TITLE: 'SVIR LEO Done Arresting Criminal' | DESC: '"Another win for the law," [us] [says].'
PLGAICrimeSVIRLEOArrestEndAI | TITLE: 'Getting Arrested' | DESC: 'Shim interaction to test us = AI character before continuing.'
PLGAICrimeSVIRLEOArrestEndPlayer | TITLE: 'Criminal Arrested (Player)' | DESC: 'LEO finishes subduing Player threat.'
PLGAICrimeSVIRLEOThreat | TITLE: 'SVIR LEO Attacking Criminal' | DESC: '"Hey, it\'s that criminal! Get \'em!" [us-shouts] [us], pointing towards [them].'
PLGAICrimeSVIRLEOArrestStolenShip | TITLE: 'SVIR LEO Begins Arresting Criminal for Stealing a Ship' | DESC: '"You\'ve been reported as flying a stolen ship," [us] [says], looking at [them]."We\'re bringing you in."'
PLGAIReportCrimeSVIRArrest | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeSVIRArrestAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeSVIRArrestDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeSVIRTrespass | TITLE: 'Report Crime' | DESC: '[us] [says] "Get out of here," then speaks into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeSVIRTrespassAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeSVIRTrespassDeny | TITLE: 'Report Crime: Fail' | DESC: '[us] [fails] to report a crime on [them].'
PLGAIReportCrimeSVIRTrespassDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PLGAIReportCrimeSVIRTrespassNPCDone | TITLE: 'Cancel Reporting Crime' | DESC: '[us] [is] no longer going to report crime.'
PLGAIReportCrimeSVIRThreat | TITLE: 'Report Crime' | DESC: '[us] [speaks] into [us-pos] PDA, looking at [them].'
PLGAIReportCrimeSVIRThreatAllow | TITLE: 'Report Crime: Succeed' | DESC: '[us] successfully [reports] a crime on [them].'
PLGAIReportCrimeSVIRThreatDone | TITLE: 'Done Reporting Crime' | DESC: '[us] [is] done reporting crime.'
PSPAIAICrimeSVIRLEOArrestAdd | TITLE: 'Adds SVIR LEO Arrest pledge to us' | DESC: '[us] [gains] SVIR LEO Arrest pledge.'
PSPAIAICrimeSVIRLEOArrestStolenShipAdd | TITLE: 'Adds SVIR LEO Arrest pledge to us because the player stole a ship.' | DESC: '[us] [gains] SVIR LEO Arrest for Stolen Ship pledge.'
PSPAIAICrimeSVIRLEOThreatAdd | TITLE: 'Adds SVIR LEO Threat pledge to us' | DESC: '[us] [gains] SVIR LEO Threat pledge.'

